Symbol,Parameters,Sharpe Ratio,Max Drawdown,Win Rate,Total Trades,Profit Loss
MSCI,period=10;stdDevMultiplier=2.0,0.4917,0.2319,0.3704,54,0.79
MSFT,period=10;stdDevMultiplier=1.5,0.8414,0.1648,0.3736,91,1.46
MSI,period=10;stdDevMultiplier=2.0,0.9493,0.1616,0.4068,59,1.60
MS,period=30;stdDevMultiplier=2.5,0.9141,0.1817,0.4211,19,1.44
MTB,period=10;stdDevMultiplier=1.5,0.4998,0.2996,0.3626,91,0.91
MTCH,period=10;stdDevMultiplier=1.5,0.3417,0.4615,0.3398,103,0.61
MTD,period=30;stdDevMultiplier=2.5,0.5735,0.2551,0.4375,16,0.85
MU,period=10;stdDevMultiplier=1.5,0.8574,0.3656,0.3061,98,2.84
NCLH,period=30;stdDevMultiplier=1.5,0.6217,0.4525,0.2927,41,2.14
NDAQ,period=10;stdDevMultiplier=2.0,0.6509,0.3327,0.3878,49,0.86
NDSN,period=20;stdDevMultiplier=1.5,0.4801,0.2073,0.3636,55,0.65
NEE,period=30;stdDevMultiplier=2.5,0.1367,0.2881,0.2941,17,0.19
NEM,period=10;stdDevMultiplier=1.5,0.1764,0.3933,0.2967,91,0.24
NFLX,period=20;stdDevMultiplier=1.5,0.2818,0.7082,0.3962,53,0.41
NI,period=20;stdDevMultiplier=1.5,0.7678,0.2103,0.3636,66,1.04
NKE,period=10;stdDevMultiplier=2.0,0.3226,0.3034,0.2979,47,0.48
NOC,period=20;stdDevMultiplier=1.5,0.7367,0.1972,0.3387,62,1.12
NOW,period=20;stdDevMultiplier=1.5,0.6882,0.3103,0.3469,49,1.70
NRG,period=30;stdDevMultiplier=2.0,0.7812,0.2803,0.4516,31,1.60
NSC,period=10;stdDevMultiplier=1.5,0.4059,0.2707,0.3333,93,0.57
NTAP,period=20;stdDevMultiplier=1.5,0.6634,0.3134,0.4035,57,1.18
NTRS,period=10;stdDevMultiplier=2.0,0.6473,0.2181,0.3279,61,1.24
NUE,period=20;stdDevMultiplier=2.5,1.1528,0.1501,0.4211,19,2.75
NVDA,period=30;stdDevMultiplier=2.0,0.8907,0.3537,0.4444,27,3.02
NVR,period=10;stdDevMultiplier=1.5,0.8573,0.2154,0.3750,96,1.67
NWSA,period=20;stdDevMultiplier=1.5,0.4650,0.3222,0.3519,54,0.71
NWS,period=10;stdDevMultiplier=1.5,0.4907,0.3188,0.3793,87,0.78
NXPI,period=10;stdDevMultiplier=1.5,0.9320,0.2585,0.3608,97,2.94
ODFL,period=10;stdDevMultiplier=1.5,0.5595,0.2464,0.3407,91,1.01
OKE,period=20;stdDevMultiplier=2.5,0.9103,0.2290,0.4118,17,2.08
OMC,period=10;stdDevMultiplier=1.5,0.6300,0.2185,0.3723,94,1.04
ON,period=10;stdDevMultiplier=2.0,0.8014,0.2475,0.4340,53,2.58
ORCL,period=30;stdDevMultiplier=2.0,0.8943,0.2512,0.4138,29,1.85
ORLY,period=20;stdDevMultiplier=2.5,0.9730,0.1169,0.5000,20,1.17
OTIS,period=10;stdDevMultiplier=2.5,0.6801,0.3093,0.4545,11,1.09
OXY,period=10;stdDevMultiplier=1.5,0.4931,0.4710,0.3077,91,1.10
O,period=30;stdDevMultiplier=1.5,0.1683,0.2713,0.3750,40,0.23
PANW,period=20;stdDevMultiplier=1.5,0.9829,0.2724,0.3962,53,3.02
PARA,period=20;stdDevMultiplier=1.5,0.1766,0.3976,0.2800,50,0.19
PAYC,period=20;stdDevMultiplier=2.5,0.4148,0.2920,0.3333,21,0.80
PAYX,period=30;stdDevMultiplier=2.0,1.1310,0.1128,0.4706,34,1.46
PCAR,period=30;stdDevMultiplier=1.5,0.7831,0.1320,0.4146,41,1.11
PCG,period=10;stdDevMultiplier=1.5,0.4518,0.2363,0.3667,90,0.75
PEG,period=10;stdDevMultiplier=2.0,0.6569,0.1889,0.3721,43,0.84
PEP,period=20;stdDevMultiplier=2.0,0.3780,0.2601,0.3611,36,0.41
PFE,period=30;stdDevMultiplier=2.0,0.0589,0.3988,0.2800,25,0.11
PFG,period=30;stdDevMultiplier=2.0,0.8144,0.2395,0.4643,28,1.53
PGR,period=10;stdDevMultiplier=1.5,0.9611,0.1975,0.3977,88,1.51
PG,period=20;stdDevMultiplier=1.5,0.3824,0.1595,0.3621,58,0.42
PHM,period=10;stdDevMultiplier=1.5,0.8563,0.2155,0.3478,92,2.14
PH,period=20;stdDevMultiplier=1.5,1.2220,0.1566,0.4308,65,2.89
PKG,period=20;stdDevMultiplier=2.5,0.7730,0.3081,0.3913,23,1.14
PLD,period=30;stdDevMultiplier=2.0,0.3374,0.2988,0.3333,30,0.46
PLTR,period=30;stdDevMultiplier=1.5,0.6953,0.6340,0.3684,38,2.80
PM,period=30;stdDevMultiplier=2.5,0.5665,0.2354,0.5000,12,0.71
PNC,period=10;stdDevMultiplier=1.5,0.3645,0.3633,0.3441,93,0.54
PNR,period=10;stdDevMultiplier=2.0,0.5480,0.3518,0.3878,49,0.83
PNW,period=30;stdDevMultiplier=1.5,0.4877,0.2179,0.3810,42,0.61
PODD,period=20;stdDevMultiplier=2.5,0.3819,0.4811,0.2941,17,0.75
POOL,period=10;stdDevMultiplier=1.5,0.6116,0.2975,0.3617,94,1.15
PPG,period=10;stdDevMultiplier=2.0,0.5256,0.3218,0.3265,49,0.71
PPL,period=30;stdDevMultiplier=2.5,0.9354,0.1707,0.4375,16,1.34
PRU,period=30;stdDevMultiplier=2.0,0.8588,0.2529,0.4242,33,1.58
PSA,period=30;stdDevMultiplier=2.5,0.5083,0.1775,0.3529,17,0.68
PSX,period=20;stdDevMultiplier=2.5,0.8615,0.3342,0.4615,26,2.11
PTC,period=30;stdDevMultiplier=2.0,0.8443,0.2062,0.4138,29,1.68
PWR,period=10;stdDevMultiplier=2.5,1.2728,0.1604,0.5000,12,2.90
PYPL,period=10;stdDevMultiplier=1.5,0.0868,0.7347,0.3407,91,0.02
QCOM,period=10;stdDevMultiplier=1.5,0.5439,0.3020,0.3626,91,1.16
RCL,period=30;stdDevMultiplier=2.5,0.6139,0.6297,0.3125,16,1.52
REGN,period=10;stdDevMultiplier=1.5,0.3619,0.3931,0.3708,89,0.55
REG,period=10;stdDevMultiplier=2.0,0.5731,0.2830,0.3654,52,1.11
RF,period=30;stdDevMultiplier=2.0,0.2827,0.3653,0.3103,29,0.41
RJF,period=10;stdDevMultiplier=2.0,0.6125,0.3364,0.3220,59,1.30
RL,period=20;stdDevMultiplier=1.5,0.7301,0.2583,0.2941,51,1.69
RMD,period=10;stdDevMultiplier=1.5,0.6179,0.3474,0.3299,97,1.17
ROK,period=10;stdDevMultiplier=2.5,0.6461,0.1959,0.4286,14,1.01
ROL,period=30;stdDevMultiplier=2.0,0.8780,0.2315,0.5000,24,1.45
ROP,period=30;stdDevMultiplier=2.5,0.7931,0.2034,0.4444,18,1.10
ROST,period=10;stdDevMultiplier=1.5,0.7294,0.4230,0.3814,97,1.68
RSG,period=10;stdDevMultiplier=2.5,1.0004,0.1788,0.5000,10,1.34
RTX,period=20;stdDevMultiplier=2.0,0.7125,0.2749,0.3684,38,1.15
RVTY,period=10;stdDevMultiplier=1.5,0.4158,0.3789,0.3261,92,0.66
SBAC,period=20;stdDevMultiplier=2.5,0.2465,0.2875,0.4000,15,0.34
SBUX,period=10;stdDevMultiplier=1.5,1.0272,0.2858,0.3429,105,2.01
SCHW,period=20;stdDevMultiplier=1.5,0.2590,0.4292,0.3396,53,0.38
SHW,period=30;stdDevMultiplier=2.5,0.2552,0.2845,0.2667,15,0.35
SJM,period=10;stdDevMultiplier=1.5,0.3790,0.3019,0.3298,94,0.47
SLB,period=30;stdDevMultiplier=2.0,0.6665,0.3249,0.3448,29,1.53
SMCI,period=30;stdDevMultiplier=2.5,0.4823,0.9811,0.4444,18,-0.22
SNA,period=20;stdDevMultiplier=2.5,0.8544,0.1402,0.3913,23,1.42
SNPS,period=30;stdDevMultiplier=2.5,0.8746,0.1783,0.4615,13,1.40
SOLV,period=20;stdDevMultiplier=2.5,0.8206,0.0231,0.5000,4,0.13
SO,period=20;stdDevMultiplier=2.0,0.6944,0.1922,0.3913,46,0.72
SPGI,period=10;stdDevMultiplier=1.5,0.3591,0.3622,0.3614,83,0.44
SPG,period=10;stdDevMultiplier=1.5,0.5464,0.2915,0.3516,91,1.06
SRE,period=20;stdDevMultiplier=2.5,0.0976,0.5397,0.3810,21,0.02
STE,period=30;stdDevMultiplier=1.5,0.5884,0.2590,0.3500,40,0.84
STLD,period=20;stdDevMultiplier=1.5,1.0244,0.1946,0.3968,63,2.71
STT,period=10;stdDevMultiplier=2.0,0.7890,0.2957,0.3774,53,1.93
STX,period=30;stdDevMultiplier=2.5,0.4372,0.4859,0.3333,15,0.71
STZ,period=10;stdDevMultiplier=2.5,0.6345,0.1658,0.4615,13,1.02
SWKS,period=10;stdDevMultiplier=1.5,0.0644,0.3761,0.2826,92,0.02
SWK,period=10;stdDevMultiplier=1.5,0.4620,0.3640,0.3163,98,0.79
SW,period=10;stdDevMultiplier=2.0,0.5984,0.3778,0.3509,57,1.35
SYF,period=10;stdDevMultiplier=1.5,0.7577,0.3454,0.3820,89,1.83
SYK,period=30;stdDevMultiplier=1.5,0.7755,0.2543,0.3590,39,1.07
SYY,period=20;stdDevMultiplier=1.5,0.7143,0.2166,0.3571,56,1.28
TAP,period=10;stdDevMultiplier=2.5,0.5564,0.2858,0.3125,16,0.99
TDG,period=20;stdDevMultiplier=1.5,0.9008,0.2160,0.4107,56,1.75
TDY,period=10;stdDevMultiplier=1.5,0.6437,0.2042,0.3483,89,0.98
TECH,period=10;stdDevMultiplier=2.0,0.6787,0.2684,0.3774,53,1.60
TEL,period=10;stdDevMultiplier=1.5,0.8284,0.1760,0.3271,107,1.33
TER,period=20;stdDevMultiplier=2.5,0.4494,0.5188,0.3478,23,0.94
TFC,period=10;stdDevMultiplier=2.0,0.3561,0.4163,0.3396,53,0.60
TFX,period=10;stdDevMultiplier=1.5,-0.2789,0.4860,0.2593,81,-0.26
TGT,period=30;stdDevMultiplier=2.0,0.1842,0.3476,0.2609,23,0.25
TJX,period=10;stdDevMultiplier=1.5,1.2875,0.1748,0.4078,103,2.76
TMO,period=10;stdDevMultiplier=2.5,0.8926,0.1537,0.4000,10,0.97
TMUS,period=20;stdDevMultiplier=1.5,0.8094,0.2114,0.4444,54,1.27
TPL,period=20;stdDevMultiplier=1.5,0.5986,0.3735,0.3750,56,1.36
TPR,period=10;stdDevMultiplier=2.0,0.6788,0.2897,0.3617,47,1.60
TRGP,period=30;stdDevMultiplier=2.5,1.0372,0.3020,0.4667,15,2.34
TRMB,period=10;stdDevMultiplier=2.5,0.4611,0.4929,0.3636,11,0.89
TROW,period=10;stdDevMultiplier=2.0,0.2787,0.3593,0.3585,53,0.39
TRV,period=10;stdDevMultiplier=2.0,0.8465,0.1355,0.3542,48,1.27
TSCO,period=10;stdDevMultiplier=2.0,0.1263,0.8142,0.3704,54,-0.38
TSLA,period=30;stdDevMultiplier=2.5,0.0022,0.6502,0.3684,19,-0.18
TSN,period=20;stdDevMultiplier=2.0,0.9294,0.1737,0.4000,50,1.41
TTWO,period=20;stdDevMultiplier=1.5,0.6916,0.3671,0.3770,61,1.49
TT,period=20;stdDevMultiplier=2.0,1.1138,0.3804,0.4359,39,2.10
TXN,period=30;stdDevMultiplier=1.5,1.0076,0.1556,0.4348,46,1.72
TXT,period=20;stdDevMultiplier=2.0,1.3013,0.1541,0.4348,46,3.79
TYL,period=10;stdDevMultiplier=1.5,0.5878,0.2720,0.3663,101,1.02
T,period=30;stdDevMultiplier=2.0,0.0928,0.3501,0.3182,22,0.15
UAL,period=20;stdDevMultiplier=2.0,0.8176,0.4116,0.3514,37,2.85
UBER,period=10;stdDevMultiplier=1.5,1.0102,0.4889,0.4037,109,4.75
UDR,period=10;stdDevMultiplier=1.5,0.3544,0.3778,0.3444,90,0.49
UHS,period=10;stdDevMultiplier=1.5,0.4118,0.4276,0.3736,91,0.64
ULTA,period=20;stdDevMultiplier=1.5,0.7887,0.4860,0.4237,59,1.96
UNH,period=20;stdDevMultiplier=1.5,0.8869,0.1614,0.3729,59,1.42
UNP,period=10;stdDevMultiplier=1.5,0.7737,0.1469,0.3529,102,1.07
UPS,period=20;stdDevMultiplier=2.5,0.7493,0.1673,0.3810,21,1.17
URI,period=10;stdDevMultiplier=1.5,1.0204,0.2928,0.3737,99,3.03
USB,period=10;stdDevMultiplier=1.5,0.5986,0.3791,0.3402,97,1.20
VICI,period=10;stdDevMultiplier=2.0,1.1149,0.2044,0.3500,60,2.38
VLO,period=20;stdDevMultiplier=2.5,0.6962,0.2629,0.4000,15,1.44
VLTO,period=20;stdDevMultiplier=1.5,0.3863,0.1346,0.2381,21,0.16
VMC,period=20;stdDevMultiplier=2.0,0.9205,0.2117,0.3902,41,1.74
VRSK,period=10;stdDevMultiplier=2.5,0.3999,0.1305,0.3750,8,0.42
VRSN,period=20;stdDevMultiplier=2.0,0.3865,0.2930,0.4000,40,0.52
VRTX,period=20;stdDevMultiplier=2.5,0.6151,0.2157,0.4375,16,0.91
VST,period=20;stdDevMultiplier=2.0,1.0350,0.2286,0.4595,37,3.31
VTRS,period=10;stdDevMultiplier=1.5,0.0237,0.4660,0.3465,101,0.02
VTR,period=30;stdDevMultiplier=2.0,0.1328,0.3666,0.2083,24,0.18
VZ,period=20;stdDevMultiplier=2.0,0.0984,0.2975,0.3333,42,0.16
V,period=20;stdDevMultiplier=1.5,0.9331,0.1545,0.4068,59,1.41
WAB,period=20;stdDevMultiplier=2.0,1.1510,0.1390,0.4571,35,2.09
WAT,period=30;stdDevMultiplier=1.5,0.6983,0.2947,0.3243,37,1.27
WBA,period=10;stdDevMultiplier=2.0,0.1523,0.5691,0.2931,58,0.16
WBD,period=30;stdDevMultiplier=1.5,0.3572,0.4373,0.3929,28,0.50
WDAY,period=10;stdDevMultiplier=1.5,0.3352,0.5105,0.3444,90,0.54
WDC,period=10;stdDevMultiplier=2.5,0.5061,0.3424,0.4000,15,0.90
WEC,period=20;stdDevMultiplier=2.0,0.2959,0.1960,0.3333,36,0.35
WELL,period=20;stdDevMultiplier=2.0,1.0848,0.3507,0.4286,42,2.13
WFC,period=20;stdDevMultiplier=2.5,0.6925,0.3355,0.4000,25,1.36
WMB,period=10;stdDevMultiplier=1.5,0.7552,0.1942,0.3933,89,1.21
WMT,period=10;stdDevMultiplier=2.0,0.7688,0.1439,0.4000,55,0.95
WM,period=30;stdDevMultiplier=2.5,0.9785,0.1235,0.4444,18,0.86
WRB,period=30;stdDevMultiplier=1.5,0.9615,0.1649,0.4167,36,1.21
WST,period=10;stdDevMultiplier=2.5,0.8961,0.2001,0.3333,15,1.15
WTW,period=10;stdDevMultiplier=1.5,0.5843,0.2287,0.3587,92,0.82
WYNN,period=20;stdDevMultiplier=1.5,0.5148,0.3516,0.3833,60,1.20
WY,period=10;stdDevMultiplier=1.5,0.7793,0.2735,0.3704,108,1.38
XEL,period=20;stdDevMultiplier=2.0,0.2240,0.2481,0.3056,36,0.28
XOM,period=20;stdDevMultiplier=2.5,0.9211,0.1584,0.4444,18,1.57
XYL,period=10;stdDevMultiplier=1.5,0.2651,0.3555,0.3542,96,0.37
YUM,period=30;stdDevMultiplier=1.5,0.9014,0.1128,0.3958,48,1.23
ZBH,period=20;stdDevMultiplier=1.5,0.2495,0.3645,0.3696,46,0.35
ZBRA,period=10;stdDevMultiplier=1.5,0.2895,0.4001,0.3333,93,0.45
ZTS,period=30;stdDevMultiplier=2.5,0.5384,0.3446,0.4000,15,0.80
