Symbol,Parameters,Sharpe Ratio,Max Drawdown,Win Rate,Total Trades,Profit Loss
APD,period=25.0;threshold=2.0,0.6877,0.3059,0.4000,40,1.00
APH,period=5.0;threshold=1.75,0.4217,0.5504,0.3653,167,0.69
APO,period=5.0;threshold=0.75,1.1146,0.2064,0.3626,273,3.96
APTV,period=5.0;threshold=1.5,0.7523,0.4234,0.3385,192,2.15
ARE,period=5.0;threshold=1.0,0.1076,0.4298,0.3402,244,0.15
ATO,period=25.0;threshold=1.75,0.9390,0.1357,0.3958,48,1.23
AVB,period=5.0;threshold=1.5,0.6001,0.3280,0.3333,189,0.86
AVGO,period=5.0;threshold=1.75,1.2120,0.2269,0.3860,171,3.88
AVY,period=10.0;threshold=1.0,0.8587,0.2563,0.3465,127,1.48
AWK,period=10.0;threshold=2.25,0.1770,0.2598,0.3382,68,0.24
AXON,period=5.0;threshold=2.5,0.8512,0.2409,0.3495,103,3.23
AXP,period=15.0;threshold=2.0,1.0961,0.2183,0.4035,57,3.02
AZO,period=25.0;threshold=2.25,1.0878,0.1411,0.4688,32,1.60
A,period=15.0;threshold=1.75,0.5335,0.2311,0.3692,65,0.79
BAC,period=5.0;threshold=2.5,0.5024,0.3717,0.3246,114,0.83
BALL,period=5.0;threshold=1.0,0.4979,0.2413,0.3419,234,0.85
BAX,period=5.0;threshold=1.0,0.0321,0.2102,0.3174,230,0.08
BA,period=5.0;threshold=1.0,0.3444,0.3434,0.3064,235,0.62
BBY,period=10.0;threshold=0.5,0.5437,0.2401,0.3297,185,1.04
BDX,period=20.0;threshold=0.5,0.7126,0.1678,0.4038,104,0.87
BEN,period=5.0;threshold=2.25,0.5161,0.2818,0.3111,135,0.98
BF.B,period=5.0;threshold=0.5,0.3425,0.3225,0.3427,286,0.48
BG,period=20.0;threshold=1.25,0.6509,0.2545,0.3714,70,1.04
BIIB,period=10.0;threshold=1.25,0.4811,0.3787,0.3047,128,1.17
BKNG,period=20.0;threshold=2.25,1.1297,0.2082,0.4667,45,3.15
BKR,period=5.0;threshold=1.0,0.5461,0.3780,0.3467,225,1.13
BK,period=15.0;threshold=2.5,0.9213,0.2540,0.4286,42,1.72
BLDR,period=20.0;threshold=2.25,1.1961,0.2288,0.4419,43,4.72
BLK,period=10.0;threshold=2.5,0.5605,0.2956,0.3137,51,0.80
BMY,period=5.0;threshold=2.5,0.5517,0.1510,0.3594,128,0.68
BRK.B,period=15.0;threshold=2.5,0.8046,0.2061,0.4250,40,0.80
BRO,period=15.0;threshold=0.75,0.9313,0.2322,0.4057,106,1.30
BR,period=5.0;threshold=1.0,0.8860,0.2234,0.3644,225,1.24
BSX,period=10.0;threshold=2.5,1.5147,0.1542,0.4407,59,2.74
BWA,period=5.0;threshold=1.5,1.0988,0.1779,0.3707,205,3.39
BXP,period=5.0;threshold=1.75,0.6503,0.3297,0.3631,179,1.45
BX,period=5.0;threshold=1.5,0.9346,0.2296,0.3583,187,2.79
CAG,period=5.0;threshold=1.25,0.4251,0.2886,0.3366,202,0.55
CAH,period=20.0;threshold=2.5,1.1103,0.1242,0.4167,36,1.65
CARR,period=10.0;threshold=1.5,1.0170,0.1942,0.3929,112,2.22
CAT,period=15.0;threshold=2.25,1.1213,0.2000,0.3922,51,2.48
CBOE,period=25.0;threshold=0.75,1.2677,0.1873,0.4130,92,2.14
CBRE,period=5.0;threshold=0.75,0.7903,0.2557,0.3401,247,1.85
CB,period=25.0;threshold=2.5,1.0930,0.1532,0.4333,30,1.42
CCI,period=25.0;threshold=2.25,0.0154,0.4247,0.3438,32,0.05
CCL,period=25.0;threshold=2.5,0.5813,0.6358,0.2963,27,1.86
CDNS,period=5.0;threshold=2.5,0.9526,0.3025,0.3826,115,2.68
CDW,period=15.0;threshold=1.5,0.8282,0.2520,0.3827,81,1.51
CEG,period=5.0;threshold=0.75,0.8349,0.2739,0.3498,203,1.88
CE,period=10.0;threshold=0.75,0.2617,0.5824,0.3553,152,0.39
CFG,period=5.0;threshold=2.0,0.7632,0.3725,0.3401,147,2.09
CF,period=10.0;threshold=1.0,0.9288,0.2153,0.3431,137,2.45
CHD,period=5.0;threshold=1.5,0.8001,0.2758,0.3878,196,0.98
CHRW,period=5.0;threshold=1.25,1.0445,0.1911,0.3862,246,2.29
CHTR,period=5.0;threshold=0.5,0.2355,0.5721,0.3358,268,0.34
CINF,period=5.0;threshold=1.0,0.6018,0.3240,0.3480,227,1.03
CI,period=10.0;threshold=1.5,0.7981,0.2172,0.3889,108,1.48
CLX,period=5.0;threshold=2.5,0.8500,0.2464,0.3902,123,1.43
CL,period=5.0;threshold=0.75,0.4054,0.1940,0.3689,244,0.43
CMCSA,period=10.0;threshold=1.5,0.5740,0.3741,0.3545,110,0.89
CME,period=15.0;threshold=1.25,0.5632,0.2737,0.3953,86,0.75
CMG,period=5.0;threshold=2.0,0.5565,0.2813,0.3650,137,1.07
CMI,period=15.0;threshold=1.25,1.0726,0.1899,0.3846,91,1.94
CMS,period=15.0;threshold=2.25,0.5846,0.2402,0.3462,52,0.67
CNC,period=15.0;threshold=0.5,0.6162,0.2569,0.3897,136,1.15
CNP,period=25.0;threshold=2.5,0.8601,0.1626,0.4231,26,1.08
COF,period=5.0;threshold=2.5,1.0784,0.2194,0.3622,127,3.87
COO,period=5.0;threshold=1.25,-0.0427,0.4097,0.3016,189,-0.01
COP,period=20.0;threshold=2.25,0.7164,0.3130,0.3784,37,1.50
COR,period=15.0;threshold=0.75,1.0917,0.1035,0.3947,114,1.53
COST,period=25.0;threshold=2.5,0.9392,0.2351,0.4400,25,1.25
CPAY,period=5.0;threshold=2.0,0.8670,0.3023,0.3677,155,2.11
CPB,period=10.0;threshold=2.0,0.5292,0.2452,0.3571,84,0.68
CPRT,period=10.0;threshold=1.5,0.0990,0.5371,0.3368,95,0.00
CPT,period=10.0;threshold=0.75,0.4614,0.3533,0.3733,150,0.63
CRL,period=15.0;threshold=1.75,0.5414,0.2752,0.2941,68,1.02
CRM,period=20.0;threshold=2.5,0.4522,0.3579,0.3333,30,0.75
CRWD,period=10.0;threshold=1.25,0.7484,0.4226,0.3826,115,2.63
CSCO,period=5.0;threshold=2.0,1.1012,0.1064,0.3490,149,1.52
CSGP,period=15.0;threshold=2.0,0.7293,0.2925,0.3636,66,1.66
CSX,period=5.0;threshold=1.25,0.6154,0.2466,0.3674,215,0.89
CTAS,period=25.0;threshold=0.5,1.2143,0.2459,0.4536,97,2.01
CTRA,period=10.0;threshold=1.75,0.9783,0.2620,0.3143,105,2.68
CTSH,period=5.0;threshold=1.5,0.8493,0.2220,0.3750,192,1.50
CTVA,period=20.0;threshold=1.5,1.2582,0.1546,0.3968,63,3.04
CVS,period=25.0;threshold=2.5,0.2779,0.3726,0.2692,26,0.39
CVX,period=15.0;threshold=2.5,0.7850,0.2495,0.4103,39,1.37
CZR,period=5.0;threshold=1.5,0.7041,0.5395,0.3514,185,3.10
C,period=5.0;threshold=2.0,0.3657,0.3580,0.3383,133,0.60
DAL,period=20.0;threshold=2.0,0.6459,0.4097,0.3556,45,1.64
DAY,period=10.0;threshold=1.0,0.6406,0.4158,0.3407,135,1.59
DD,period=5.0;threshold=0.75,0.8469,0.3044,0.3563,261,1.72
DECK,period=5.0;threshold=2.0,0.9319,0.3494,0.3759,133,3.17
DELL,period=10.0;threshold=1.25,0.9464,0.3595,0.4000,125,3.02
DE,period=15.0;threshold=2.0,1.0162,0.2705,0.3729,59,2.25
DFS,period=10.0;threshold=0.75,1.1183,0.1999,0.3806,155,3.90
DGX,period=25.0;threshold=2.5,0.5281,0.2591,0.3182,22,0.59
DG,period=15.0;threshold=0.75,0.1834,0.5436,0.3545,110,0.25
DHI,period=10.0;threshold=1.25,1.0615,0.2545,0.3898,118,3.22
DHR,period=5.0;threshold=0.5,0.6625,0.1872,0.3462,286,0.97
DIS,period=15.0;threshold=1.5,0.2171,0.3238,0.3151,73,0.30
DLR,period=15.0;threshold=1.75,0.4232,0.3406,0.3623,69,0.64
DLTR,period=10.0;threshold=2.25,0.1516,0.4621,0.3478,69,0.18
DOC,period=5.0;threshold=2.25,0.6128,0.3618,0.3433,134,1.15
DOV,period=20.0;threshold=1.0,0.6368,0.2743,0.3288,73,0.86
DOW,period=5.0;threshold=1.0,0.5814,0.3491,0.3712,229,1.02
DPZ,period=5.0;threshold=0.5,0.4576,0.2955,0.3610,277,0.76
DRI,period=5.0;threshold=1.25,1.2610,0.1782,0.3445,209,4.62
DTE,period=20.0;threshold=1.0,0.4734,0.2468,0.3659,82,0.59
DUK,period=25.0;threshold=2.25,0.7390,0.1828,0.3529,34,0.85
DVA,period=10.0;threshold=2.25,0.7842,0.3242,0.4235,85,1.62
DVN,period=20.0;threshold=1.75,0.8635,0.4769,0.2885,52,2.80
DXCM,period=5.0;threshold=2.25,0.3368,0.5100,0.3760,125,0.55
D,period=15.0;threshold=2.0,0.1929,0.3963,0.3175,63,0.26
EA,period=5.0;threshold=2.25,0.5759,0.2068,0.3433,134,0.79
EBAY,period=25.0;threshold=2.25,0.8328,0.3198,0.3784,37,1.67
ECL,period=25.0;threshold=1.25,0.7850,0.2981,0.4310,58,1.24
ED,period=25.0;threshold=2.25,0.7468,0.1788,0.3947,38,0.88
EFX,period=5.0;threshold=2.5,0.5206,0.2561,0.3421,114,0.87
EG,period=25.0;threshold=1.75,1.1344,0.1277,0.4400,50,2.24
EIX,period=5.0;threshold=0.75,0.1790,0.3847,0.3595,242,0.25
ELV,period=20.0;threshold=2.0,1.0988,0.3148,0.4464,56,2.18
EL,period=5.0;threshold=0.75,-0.0289,0.6445,0.3109,238,-0.12
EMN,period=15.0;threshold=2.5,0.6809,0.2536,0.3415,41,1.20
EMR,period=20.0;threshold=1.5,1.0018,0.1893,0.4127,63,1.78
ENPH,period=5.0;threshold=1.75,0.6514,0.5345,0.3182,176,2.69
EOG,period=15.0;threshold=2.25,0.7706,0.2965,0.3208,53,1.96
EPAM,period=5.0;threshold=1.75,0.2599,0.6959,0.3394,165,0.30
EQIX,period=5.0;threshold=2.25,0.5937,0.3644,0.3609,133,0.96
EQR,period=10.0;threshold=2.5,0.6099,0.2605,0.3500,60,0.91
EQT,period=10.0;threshold=2.0,1.0990,0.2978,0.3765,85,5.24
ERIE,period=5.0;threshold=1.0,0.5319,0.3697,0.3657,216,0.80
ESS,period=5.0;threshold=2.25,0.7182,0.3563,0.3615,130,1.21
ES,period=20.0;threshold=1.0,-0.0345,0.3533,0.2800,75,0.02
ETN,period=5.0;threshold=1.5,1.1368,0.1513,0.3784,185,2.43
ETR,period=20.0;threshold=1.75,0.7419,0.2086,0.3898,59,1.01
EVRG,period=15.0;threshold=2.25,0.5391,0.2218,0.3750,56,0.68
EW,period=25.0;threshold=2.5,0.6046,0.3171,0.4000,30,1.20
EXC,period=25.0;threshold=1.75,0.9004,0.2292,0.4000,50,1.26
EXPD,period=20.0;threshold=2.5,0.8136,0.2308,0.3889,36,1.13
EXPE,period=15.0;threshold=0.5,0.8828,0.5014,0.4264,129,3.45
EXR,period=20.0;threshold=2.0,0.3631,0.2812,0.3158,38,0.53
FANG,period=5.0;threshold=1.75,0.8847,0.3354,0.3190,163,3.75
FAST,period=5.0;threshold=0.75,0.7517,0.1974,0.3730,244,1.14
FCX,period=5.0;threshold=0.5,0.8203,0.4682,0.3438,288,2.81
FDS,period=15.0;threshold=2.25,0.5558,0.1647,0.2857,49,0.80
FDX,period=5.0;threshold=2.5,0.9621,0.3374,0.3740,131,2.33
FE,period=20.0;threshold=1.25,0.3610,0.2091,0.3562,73,0.48
FFIV,period=5.0;threshold=0.5,0.5499,0.2622,0.3509,265,0.92
FICO,period=5.0;threshold=0.5,0.8780,0.2798,0.3590,273,2.54
FIS,period=20.0;threshold=2.5,0.4239,0.3695,0.3448,29,0.68
FITB,period=5.0;threshold=1.25,0.8385,0.3378,0.3744,211,2.36
FI,period=5.0;threshold=1.5,1.1734,0.1312,0.3970,199,2.43
FMC,period=10.0;threshold=2.5,0.2187,0.5279,0.3333,60,0.31
FOXA,period=5.0;threshold=1.5,1.0337,0.1680,0.3333,189,2.33
FOX,period=5.0;threshold=1.25,1.0074,0.1503,0.3427,213,2.11
FRT,period=10.0;threshold=0.5,0.7839,0.2279,0.3784,185,1.83
FSLR,period=20.0;threshold=1.0,0.6657,0.4011,0.3600,75,2.03
FTNT,period=5.0;threshold=2.25,1.0220,0.2806,0.3969,131,4.11
FTV,period=10.0;threshold=0.5,0.7027,0.1776,0.3631,179,1.08
F,period=5.0;threshold=0.5,0.4213,0.4615,0.3321,274,0.80
GDDY,period=15.0;threshold=2.0,0.9601,0.1945,0.4127,63,1.99
GD,period=5.0;threshold=1.75,1.0829,0.1464,0.3631,168,1.70
GEHC,period=5.0;threshold=1.75,0.8462,0.2007,0.3689,122,0.79
GEN,period=25.0;threshold=2.5,0.7527,0.2733,0.4063,32,1.38
GEV,period=10.0;threshold=0.5,1.7359,0.1523,0.4222,45,1.09
GE,period=20.0;threshold=1.0,1.1427,0.3231,0.4000,75,3.26
GILD,period=10.0;threshold=0.75,0.4094,0.2929,0.3611,144,0.51
GIS,period=5.0;threshold=1.25,0.4868,0.2840,0.3450,200,0.56
GLW,period=5.0;threshold=0.5,0.7469,0.2364,0.3709,275,1.38
GL,period=10.0;threshold=2.25,0.5745,0.6046,0.4211,76,1.24
GM,period=5.0;threshold=2.25,0.6777,0.3173,0.3411,129,1.66
GNRC,period=5.0;threshold=1.75,0.3860,0.6341,0.3481,158,0.76
GOOGL,period=5.0;threshold=2.5,0.9224,0.2930,0.3853,109,2.00
GOOG,period=5.0;threshold=2.5,0.9827,0.2279,0.3932,117,2.22
GPC,period=5.0;threshold=2.25,1.0886,0.1633,0.3729,118,2.16
GPN,period=10.0;threshold=2.5,0.3388,0.3562,0.3175,63,0.54
GRMN,period=5.0;threshold=2.5,0.8886,0.2108,0.3211,109,1.65
GS,period=20.0;threshold=2.5,0.8745,0.2006,0.3784,37,1.49
GWW,period=5.0;threshold=0.5,0.8331,0.1880,0.3485,264,1.25
HAL,period=25.0;threshold=2.25,0.7374,0.2849,0.3333,33,2.06
HAS,period=5.0;threshold=2.0,0.4796,0.3360,0.3464,153,0.85
HBAN,period=20.0;threshold=1.25,0.5662,0.4166,0.3492,63,1.11
HCA,period=20.0;threshold=1.75,0.9732,0.2699,0.4000,50,1.91
HD,period=15.0;threshold=2.5,0.7100,0.2568,0.3846,39,0.89
HES,period=5.0;threshold=2.5,0.9550,0.2467,0.3391,115,3.43
HIG,period=5.0;threshold=2.25,1.2736,0.1758,0.3889,126,2.96
HII,period=20.0;threshold=0.75,0.3519,0.3479,0.3553,76,0.54
HLT,period=15.0;threshold=2.0,1.4528,0.1587,0.4444,63,4.01
HOLX,period=5.0;threshold=0.75,0.5795,0.2046,0.3292,240,0.87
HON,period=20.0;threshold=2.5,0.9647,0.1517,0.4286,35,1.39
HPE,period=5.0;threshold=1.5,0.6546,0.2925,0.3497,183,1.39
HPQ,period=15.0;threshold=0.5,1.0241,0.2096,0.3778,135,2.44
HRL,period=25.0;threshold=2.5,0.2080,0.1775,0.3333,33,0.28
HSIC,period=5.0;threshold=2.5,0.8639,0.1984,0.3583,120,1.57
HST,period=10.0;threshold=1.25,1.0333,0.2530,0.3968,126,3.83
HSY,period=15.0;threshold=2.5,0.7320,0.2704,0.4524,42,0.92
HUBB,period=5.0;threshold=1.75,1.0563,0.2122,0.3742,163,2.13
HUM,period=25.0;threshold=1.5,0.4746,0.5357,0.4118,51,0.80
HWM,period=20.0;threshold=1.25,1.5143,0.1645,0.4127,63,4.94
IBM,period=25.0;threshold=2.5,0.8985,0.1546,0.4063,32,1.08
ICE,period=5.0;threshold=0.5,0.4205,0.3135,0.3460,263,0.51
IDXX,period=5.0;threshold=2.0,0.4223,0.4143,0.3586,145,0.69
IEX,period=5.0;threshold=2.0,0.5784,0.2125,0.3287,143,0.79
IFF,period=10.0;threshold=2.25,0.1407,0.3909,0.3571,70,0.18
INCY,period=5.0;threshold=2.25,0.3860,0.2630,0.3308,133,0.57
INTC,period=15.0;threshold=2.5,0.4732,0.3763,0.3333,48,0.89
INTU,period=25.0;threshold=1.0,0.9006,0.3080,0.4063,64,2.18
INVH,period=5.0;threshold=1.5,0.8371,0.2480,0.3526,190,1.49
IPG,period=5.0;threshold=1.5,1.0271,0.2587,0.3579,190,2.56
IP,period=5.0;threshold=1.75,0.4970,0.3505,0.3609,169,0.84
IQV,period=5.0;threshold=0.5,0.6397,0.3135,0.3429,280,1.23
IRM,period=15.0;threshold=2.5,0.7966,0.1862,0.3721,43,1.47
IR,period=5.0;threshold=1.75,1.0313,0.2311,0.3697,165,2.37
ISRG,period=20.0;threshold=2.5,0.3915,0.4144,0.3448,29,0.63
ITW,period=10.0;threshold=2.0,0.8243,0.1172,0.3929,84,1.07
IT,period=5.0;threshold=0.5,0.9645,0.2441,0.3763,279,2.08
IVZ,period=15.0;threshold=1.75,0.8268,0.2508,0.3623,69,2.16
JBHT,period=5.0;threshold=1.75,0.9301,0.2205,0.3663,172,1.73
JBL,period=25.0;threshold=0.75,1.2487,0.1967,0.4156,77,3.97
JCI,period=5.0;threshold=0.5,0.9199,0.3676,0.3745,275,1.83
JKHY,period=15.0;threshold=0.5,0.7127,0.1527,0.3913,138,1.03
JNJ,period=25.0;threshold=2.5,0.5411,0.2052,0.3462,26,0.55
JNPR,period=10.0;threshold=0.5,0.5630,0.2225,0.3736,174,0.81
JPM,period=20.0;threshold=2.5,1.0429,0.1773,0.4000,35,1.94
J,period=20.0;threshold=2.0,1.1112,0.1867,0.4043,47,1.89
KDP,period=5.0;threshold=1.25,0.6129,0.1315,0.3581,215,0.68
KEYS,period=25.0;threshold=1.75,0.7207,0.2605,0.3830,47,1.21
KEY,period=5.0;threshold=2.0,0.6788,0.4739,0.3147,143,1.94
KHC,period=5.0;threshold=0.75,-0.0242,0.3225,0.3220,236,0.04
KIM,period=5.0;threshold=1.25,0.9172,0.2869,0.3318,211,3.01
KKR,period=5.0;threshold=1.5,1.0683,0.2199,0.3846,195,3.37
KLAC,period=5.0;threshold=2.25,1.3010,0.1857,0.3885,139,6.52
KMB,period=25.0;threshold=2.25,0.5351,0.2054,0.3529,34,0.57
KMI,period=25.0;threshold=2.25,0.6428,0.1904,0.3000,30,0.86
KMX,period=5.0;threshold=1.5,0.6836,0.2734,0.3560,191,1.63
KO,period=15.0;threshold=2.25,0.5198,0.2223,0.3542,48,0.54
KR,period=10.0;threshold=1.75,1.0637,0.1804,0.3800,100,1.93
KVUE,period=5.0;threshold=1.75,0.4411,0.1793,0.3235,102,0.31
K,period=5.0;threshold=2.5,0.7265,0.1191,0.3364,110,0.84
LDOS,period=25.0;threshold=1.75,0.7650,0.1684,0.3256,43,1.09
LEN,period=10.0;threshold=1.75,0.9916,0.2415,0.3936,94,2.73
LHX,period=20.0;threshold=2.5,0.6708,0.2149,0.4444,36,0.99
LH,period=10.0;threshold=2.5,0.6036,0.1464,0.3448,58,0.74
LII,period=10.0;threshold=1.75,1.1833,0.3085,0.3737,99,2.79
LIN,period=5.0;threshold=0.75,0.8231,0.2373,0.3588,262,1.20
LKQ,period=10.0;threshold=2.25,0.6450,0.3058,0.3235,68,1.11
LLY,period=15.0;threshold=2.5,0.9532,0.2238,0.4318,44,2.23
LMT,period=10.0;threshold=2.5,0.6025,0.1965,0.3833,60,0.78
LNT,period=25.0;threshold=1.75,0.6435,0.2235,0.3478,46,0.78
LOW,period=10.0;threshold=0.5,0.8715,0.2206,0.3829,175,1.51
LRCX,period=5.0;threshold=2.5,0.9498,0.3048,0.3953,129,3.53
LULU,period=20.0;threshold=2.0,0.2699,0.4434,0.3243,37,0.41
LUV,period=5.0;threshold=1.75,0.3698,0.4868,0.3252,163,0.66
LVS,period=5.0;threshold=2.0,0.5970,0.3931,0.3288,146,1.50
LW,period=5.0;threshold=1.25,0.6671,0.2644,0.3682,220,1.40
LYB,period=10.0;threshold=0.5,0.8288,0.2794,0.3563,174,1.77
LYV,period=25.0;threshold=2.0,0.7243,0.4826,0.3846,39,1.78
L,period=10.0;threshold=0.5,1.2607,0.1482,0.4034,176,2.43
MAA,period=15.0;threshold=2.25,0.6127,0.2971,0.3696,46,0.80
MAR,period=10.0;threshold=1.75,1.3140,0.2185,0.4158,101,4.21
MAS,period=15.0;threshold=1.75,0.5717,0.2662,0.3492,63,0.89
MA,period=5.0;threshold=1.25,1.1977,0.2000,0.3801,221,2.76
MCD,period=10.0;threshold=2.25,0.7919,0.1590,0.3816,76,0.86
MCHP,period=5.0;threshold=2.25,0.5286,0.5770,0.3793,145,1.21
MCK,period=5.0;threshold=1.25,1.7582,0.0893,0.4045,220,3.91
MCO,period=5.0;threshold=1.25,0.8967,0.2636,0.3732,209,1.48
MDLZ,period=15.0;threshold=2.5,0.0326,0.2715,0.3158,38,0.11
MDT,period=10.0;threshold=1.5,0.4345,0.2131,0.3365,104,0.57
META,period=10.0;threshold=0.75,1.0238,0.3570,0.3901,141,3.83
MET,period=15.0;threshold=2.25,1.0881,0.3008,0.4259,54,2.51
MGM,period=25.0;threshold=1.75,0.9041,0.3770,0.3830,47,2.67
MHK,period=5.0;threshold=2.25,0.7514,0.4082,0.3381,139,2.36
MKC,period=5.0;threshold=0.5,-0.0019,0.3848,0.3408,267,0.07
MKTX,period=5.0;threshold=0.75,0.1844,0.5143,0.3571,252,0.25
MLM,period=10.0;threshold=2.25,1.0643,0.2141,0.3699,73,2.28
MMC,period=10.0;threshold=2.5,1.0972,0.1169,0.3889,54,1.29
MMM,period=5.0;threshold=0.75,0.4122,0.3104,0.3510,245,0.64
MNST,period=25.0;threshold=0.75,0.7871,0.2077,0.4079,76,1.12
MOH,period=10.0;threshold=2.5,1.0148,0.2861,0.4143,70,3.00
MOS,period=5.0;threshold=0.75,1.1553,0.3739,0.3674,264,5.59
MO,period=15.0;threshold=2.5,0.4688,0.2714,0.3810,42,0.55
MPC,period=5.0;threshold=0.5,0.9580,0.2680,0.3569,269,3.10
MPWR,period=5.0;threshold=2.0,0.9165,0.3237,0.3655,145,3.72
MRK,period=5.0;threshold=2.25,0.5517,0.1523,0.3438,128,0.65
MRNA,period=20.0;threshold=0.75,0.1098,0.7492,0.3000,80,-0.14
MSCI,period=5.0;threshold=0.75,0.6839,0.4757,0.3585,265,1.36
MSFT,period=15.0;threshold=1.25,0.9301,0.1648,0.3678,87,1.68
MSI,period=10.0;threshold=2.5,1.0411,0.2240,0.3881,67,1.86
MS,period=5.0;threshold=1.75,0.8523,0.2596,0.3450,171,1.73
MTB,period=15.0;threshold=0.5,0.8266,0.3295,0.3910,133,2.27
MTCH,period=10.0;threshold=0.75,0.3831,0.5412,0.3224,152,0.75
MTD,period=5.0;threshold=1.0,0.6676,0.2273,0.3468,222,1.14
MU,period=5.0;threshold=2.5,1.0012,0.3656,0.3559,118,3.87
NCLH,period=10.0;threshold=1.0,0.7017,0.5490,0.3858,127,3.17
NDAQ,period=10.0;threshold=2.5,0.6955,0.2592,0.3898,59,0.93
NDSN,period=15.0;threshold=0.5,0.8286,0.2165,0.3857,140,1.21
NEE,period=5.0;threshold=0.75,0.1524,0.4260,0.3559,236,0.21
NEM,period=5.0;threshold=1.5,0.4428,0.3955,0.3232,198,0.78
NFLX,period=10.0;threshold=1.5,0.4846,0.7387,0.3905,105,1.09
NI,period=20.0;threshold=1.75,0.8932,0.1755,0.3871,62,1.24
NKE,period=20.0;threshold=1.75,0.4715,0.3180,0.3400,50,0.80
NOC,period=5.0;threshold=2.5,0.8626,0.1768,0.3583,120,1.41
NOW,period=5.0;threshold=1.25,1.0151,0.3140,0.3791,211,3.65
NRG,period=5.0;threshold=1.25,0.7990,0.3694,0.3632,201,1.89
NSC,period=5.0;threshold=0.75,0.7021,0.2432,0.3678,261,1.16
NTAP,period=5.0;threshold=2.0,1.0876,0.2230,0.3631,157,2.56
NTRS,period=10.0;threshold=2.5,0.7408,0.1993,0.3433,67,1.47
NUE,period=25.0;threshold=2.5,1.0828,0.2420,0.3929,28,2.97
NVDA,period=25.0;threshold=2.25,0.9683,0.3719,0.4242,33,3.79
NVR,period=10.0;threshold=1.5,0.9936,0.2069,0.3700,100,2.17
NWSA,period=5.0;threshold=2.25,1.0708,0.2058,0.3796,137,2.32
NWS,period=5.0;threshold=2.0,0.8956,0.2249,0.3537,147,1.88
NXPI,period=5.0;threshold=2.25,1.1964,0.2389,0.3939,132,5.56
ODFL,period=10.0;threshold=2.5,0.6797,0.2622,0.3273,55,1.24
OKE,period=20.0;threshold=2.5,0.9693,0.2290,0.3871,31,2.15
OMC,period=10.0;threshold=1.75,0.7797,0.2185,0.3830,94,1.37
ON,period=5.0;threshold=0.75,1.1917,0.2904,0.3708,267,7.27
ORCL,period=5.0;threshold=0.75,0.7475,0.2180,0.3563,247,1.36
