Symbol,Parameters,Sharpe Ratio,Max Drawdown,Win Rate,Total Trades,Profit Loss
BWA,fastPeriod=15;slowPeriod=50,-0.1873,0.4372,0.1364,44,-0.20
BXP,fastPeriod=20;slowPeriod=50,0.4171,0.2069,0.1923,26,0.60
BX,fastPeriod=20;slowPeriod=40,0.5618,0.5482,0.2500,36,1.13
CAG,fastPeriod=10;slowPeriod=30,0.0079,0.2068,0.1639,61,0.07
CAH,fastPeriod=15;slowPeriod=20,0.5312,0.2970,0.2826,92,0.82
CARR,fastPeriod=15;slowPeriod=20,0.3982,0.3531,0.2371,97,0.62
CAT,fastPeriod=5;slowPeriod=30,0.4499,0.2630,0.1842,76,0.71
CBOE,fastPeriod=20;slowPeriod=50,0.4336,0.1447,0.2121,33,0.58
CBRE,fastPeriod=20;slowPeriod=50,0.8203,0.1945,0.2963,27,1.81
CB,fastPeriod=20;slowPeriod=40,0.3510,0.1652,0.2703,37,0.44
CCI,fastPeriod=10;slowPeriod=20,0.0530,0.2047,0.1733,75,0.10
CCL,fastPeriod=10;slowPeriod=20,0.6881,0.5788,0.2571,70,2.56
CDNS,fastPeriod=15;slowPeriod=20,0.2840,0.2813,0.2667,90,0.42
CDW,fastPeriod=20;slowPeriod=30,0.3597,0.2762,0.2813,64,0.49
CEG,fastPeriod=15;slowPeriod=20,0.7643,0.2585,0.2500,72,1.84
CE,fastPeriod=5;slowPeriod=40,0.1973,0.3538,0.1600,50,0.27
CFG,fastPeriod=15;slowPeriod=40,0.5302,0.2267,0.2750,40,1.06
CF,fastPeriod=5;slowPeriod=20,0.7945,0.3087,0.2283,92,2.18
CHD,fastPeriod=10;slowPeriod=20,0.5116,0.1597,0.2289,83,0.57
CHRW,fastPeriod=15;slowPeriod=30,0.2841,0.1908,0.2778,54,0.38
CHTR,fastPeriod=15;slowPeriod=20,0.2482,0.3365,0.2000,95,0.36
CINF,fastPeriod=15;slowPeriod=50,0.4816,0.1913,0.2727,33,0.71
CI,fastPeriod=15;slowPeriod=50,0.4398,0.2362,0.3226,31,0.63
CLX,fastPeriod=15;slowPeriod=20,-0.2353,0.4117,0.1810,105,-0.15
CL,fastPeriod=15;slowPeriod=20,0.4284,0.1840,0.2911,79,0.43
CMCSA,fastPeriod=15;slowPeriod=20,0.1759,0.3083,0.2421,95,0.24
CME,fastPeriod=15;slowPeriod=30,0.3529,0.1842,0.1905,63,0.41
CMG,fastPeriod=20;slowPeriod=30,0.0151,0.9808,0.2400,50,-0.94
CMI,fastPeriod=20;slowPeriod=30,0.4821,0.2571,0.2453,53,0.71
CMS,fastPeriod=15;slowPeriod=30,0.0207,0.3142,0.2105,57,0.10
CNC,fastPeriod=10;slowPeriod=50,-0.1730,0.3268,0.1579,38,-0.15
CNP,fastPeriod=20;slowPeriod=40,0.1543,0.2532,0.2553,47,0.21
COF,fastPeriod=20;slowPeriod=30,0.7512,0.3080,0.2593,54,1.89
COO,fastPeriod=5;slowPeriod=40,0.2745,0.2762,0.2200,50,0.36
COP,fastPeriod=10;slowPeriod=20,0.3790,0.3050,0.2159,88,0.62
COR,fastPeriod=15;slowPeriod=40,0.4023,0.2456,0.2857,35,0.49
COST,fastPeriod=5;slowPeriod=40,1.1485,0.1235,0.3488,43,1.89
CPAY,fastPeriod=10;slowPeriod=30,-0.0023,0.4522,0.2500,56,0.02
CPB,fastPeriod=20;slowPeriod=50,-0.0364,0.1866,0.3000,30,0.05
CPRT,fastPeriod=15;slowPeriod=50,0.2339,0.2027,0.2500,28,0.29
CPT,fastPeriod=20;slowPeriod=30,0.5040,0.2585,0.2353,51,0.66
CRL,fastPeriod=20;slowPeriod=30,0.3836,0.4047,0.3200,50,0.64
CRM,fastPeriod=15;slowPeriod=20,0.3033,0.3755,0.2813,96,0.49
CRWD,fastPeriod=5;slowPeriod=40,0.6754,0.3827,0.2400,50,2.04
CSCO,fastPeriod=15;slowPeriod=50,0.3961,0.2558,0.1111,27,0.46
CSGP,fastPeriod=20;slowPeriod=50,-0.4055,0.9291,0.1515,33,-0.91
CSX,fastPeriod=10;slowPeriod=20,0.1757,0.2029,0.2027,74,0.24
CTAS,fastPeriod=20;slowPeriod=30,0.0170,0.7515,0.3333,69,-0.42
CTRA,fastPeriod=15;slowPeriod=20,-0.1873,0.5688,0.1842,114,-0.27
CTSH,fastPeriod=10;slowPeriod=20,0.1063,0.3353,0.2262,84,0.16
CTVA,fastPeriod=15;slowPeriod=30,0.1379,0.2557,0.1964,56,0.19
CVS,fastPeriod=20;slowPeriod=40,0.0710,0.4270,0.1556,45,0.11
CVX,fastPeriod=5;slowPeriod=30,0.1584,0.2498,0.1707,82,0.22
CZR,fastPeriod=10;slowPeriod=30,0.2036,0.5217,0.2083,48,0.25
C,fastPeriod=5;slowPeriod=20,0.5936,0.3242,0.2444,90,1.06
DAL,fastPeriod=5;slowPeriod=20,0.6451,0.3684,0.2051,78,1.57
DAY,fastPeriod=20;slowPeriod=40,0.4229,0.3412,0.2500,28,0.73
DD,fastPeriod=15;slowPeriod=50,0.3678,0.2241,0.3103,29,0.50
DECK,fastPeriod=10;slowPeriod=30,0.7175,0.2986,0.2857,56,1.81
DELL,fastPeriod=20;slowPeriod=40,0.2510,0.7402,0.2571,35,0.23
DE,fastPeriod=5;slowPeriod=30,0.6191,0.3075,0.1579,76,1.05
DFS,fastPeriod=20;slowPeriod=30,0.6612,0.5068,0.2500,48,1.66
DGX,fastPeriod=15;slowPeriod=20,0.4812,0.2454,0.2651,83,0.64
DG,fastPeriod=15;slowPeriod=20,0.0567,0.3219,0.2258,93,0.10
DHI,fastPeriod=15;slowPeriod=40,0.6273,0.2701,0.3000,30,1.13
DHR,fastPeriod=20;slowPeriod=30,0.3424,0.2951,0.3125,48,0.47
DIS,fastPeriod=20;slowPeriod=40,0.3100,0.3770,0.1905,42,0.44
DLR,fastPeriod=15;slowPeriod=30,0.3997,0.2227,0.2826,46,0.58
DLTR,fastPeriod=15;slowPeriod=30,0.4393,0.1890,0.2826,46,0.73
DOC,fastPeriod=10;slowPeriod=20,0.2653,0.2446,0.2208,77,0.36
DOV,fastPeriod=5;slowPeriod=20,0.4064,0.2143,0.2159,88,0.55
DOW,fastPeriod=5;slowPeriod=40,0.0009,0.2085,0.1833,60,0.04
DPZ,fastPeriod=5;slowPeriod=40,0.6726,0.1688,0.1915,47,1.09
DRI,fastPeriod=20;slowPeriod=50,0.6416,0.2109,0.2424,33,1.24
DTE,fastPeriod=15;slowPeriod=40,0.0880,0.2617,0.2000,45,0.15
DUK,fastPeriod=5;slowPeriod=20,0.2175,0.1119,0.2529,87,0.26
DVA,fastPeriod=5;slowPeriod=40,0.2668,0.4206,0.2097,62,0.38
DVN,fastPeriod=5;slowPeriod=40,0.5446,0.4096,0.2000,50,1.36
DXCM,fastPeriod=20;slowPeriod=30,0.4136,0.2748,0.2600,50,0.77
D,fastPeriod=15;slowPeriod=40,-0.2098,0.2587,0.2286,35,-0.08
EA,fastPeriod=15;slowPeriod=20,0.1137,0.2323,0.2135,89,0.17
EBAY,fastPeriod=10;slowPeriod=20,0.4294,0.2732,0.2286,70,0.69
ECL,fastPeriod=15;slowPeriod=20,0.0016,0.3263,0.2184,87,0.05
ED,fastPeriod=5;slowPeriod=20,0.1926,0.2014,0.2022,89,0.25
EFX,fastPeriod=5;slowPeriod=20,0.6260,0.2082,0.1807,83,1.15
EG,fastPeriod=10;slowPeriod=20,-0.0324,0.3484,0.2198,91,-0.01
EIX,fastPeriod=5;slowPeriod=30,0.3289,0.2162,0.2000,65,0.39
ELV,fastPeriod=20;slowPeriod=50,-0.0892,0.3408,0.1707,41,-0.06
EL,fastPeriod=15;slowPeriod=40,0.1062,0.4015,0.2500,32,0.14
EMN,fastPeriod=20;slowPeriod=40,0.1644,0.4073,0.2558,43,0.22
EMR,fastPeriod=5;slowPeriod=20,0.2489,0.2467,0.1889,90,0.34
ENPH,fastPeriod=20;slowPeriod=30,0.5279,0.6773,0.2241,58,1.55
EOG,fastPeriod=5;slowPeriod=30,0.3891,0.3353,0.1750,80,0.69
EPAM,fastPeriod=15;slowPeriod=20,0.4285,0.4151,0.2083,96,0.82
EQIX,fastPeriod=5;slowPeriod=30,0.2542,0.2297,0.1667,72,0.34
EQR,fastPeriod=10;slowPeriod=40,0.1648,0.2294,0.2308,39,0.22
EQT,fastPeriod=15;slowPeriod=20,0.3786,0.4033,0.2596,104,0.74
ERIE,fastPeriod=20;slowPeriod=30,1.0198,0.3520,0.2449,49,2.40
ESS,fastPeriod=20;slowPeriod=30,0.4001,0.1902,0.2712,59,0.54
ES,fastPeriod=5;slowPeriod=20,-0.0916,0.3049,0.2065,92,-0.02
ETN,fastPeriod=10;slowPeriod=50,1.0208,0.1386,0.3462,26,1.64
ETR,fastPeriod=5;slowPeriod=20,0.4203,0.1592,0.2500,84,0.57
EVRG,fastPeriod=20;slowPeriod=50,-0.0191,0.2595,0.1724,29,0.07
EW,fastPeriod=5;slowPeriod=50,0.0144,0.2828,0.1522,46,0.05
EXC,fastPeriod=5;slowPeriod=20,-0.0704,0.4204,0.1856,97,-0.05
EXPD,fastPeriod=15;slowPeriod=20,0.4489,0.2318,0.2828,99,0.65
EXPE,fastPeriod=20;slowPeriod=40,0.5129,0.2713,0.1795,39,1.13
EXR,fastPeriod=5;slowPeriod=40,0.6201,0.2424,0.2000,45,0.97
FANG,fastPeriod=5;slowPeriod=20,0.6243,0.2870,0.1957,92,1.57
FAST,fastPeriod=20;slowPeriod=30,0.4107,0.1780,0.2727,55,0.52
FCX,fastPeriod=10;slowPeriod=20,0.5605,0.3906,0.2250,80,1.44
FDS,fastPeriod=15;slowPeriod=30,0.3176,0.2274,0.2500,52,0.39
FDX,fastPeriod=15;slowPeriod=20,0.7740,0.3108,0.2209,86,1.72
FE,fastPeriod=5;slowPeriod=50,0.0071,0.2593,0.1458,48,0.07
FFIV,fastPeriod=15;slowPeriod=20,0.7424,0.2950,0.2396,96,1.32
FICO,fastPeriod=15;slowPeriod=50,0.7735,0.2235,0.2368,38,1.98
FIS,fastPeriod=5;slowPeriod=20,-0.3893,0.5398,0.1667,90,-0.39
FITB,fastPeriod=15;slowPeriod=30,0.6316,0.3603,0.2692,52,1.32
FI,fastPeriod=20;slowPeriod=40,0.5534,0.2341,0.3143,35,0.76
FMC,fastPeriod=10;slowPeriod=30,-0.2505,0.5095,0.2037,54,-0.36
FOXA,fastPeriod=20;slowPeriod=40,0.7068,0.1976,0.2121,33,1.29
FOX,fastPeriod=15;slowPeriod=30,0.7817,0.2370,0.2766,47,1.38
FRT,fastPeriod=20;slowPeriod=30,0.2269,0.1829,0.2414,58,0.30
FSLR,fastPeriod=20;slowPeriod=30,0.6054,0.4470,0.2143,56,1.67
FTNT,fastPeriod=20;slowPeriod=50,0.7122,0.5160,0.1852,27,1.75
FTV,fastPeriod=20;slowPeriod=30,-0.0970,0.3349,0.1786,56,-0.06
F,fastPeriod=5;slowPeriod=20,0.6600,0.4373,0.1910,89,1.70
GDDY,fastPeriod=15;slowPeriod=20,0.2016,0.3649,0.3068,88,0.28
GD,fastPeriod=20;slowPeriod=30,0.5273,0.1661,0.3036,56,0.60
GEHC,fastPeriod=15;slowPeriod=30,0.2533,0.1711,0.2778,36,0.21
GEN,fastPeriod=15;slowPeriod=40,0.2106,0.2403,0.2432,37,0.29
GEV,fastPeriod=15;slowPeriod=40,1.3667,0.2461,0.3750,8,0.91
GE,fastPeriod=20;slowPeriod=40,0.8733,0.2718,0.2903,31,2.13
GILD,fastPeriod=5;slowPeriod=40,0.4706,0.2854,0.1915,47,0.62
GIS,fastPeriod=15;slowPeriod=40,0.3269,0.1180,0.3030,33,0.37
GLW,fastPeriod=15;slowPeriod=30,0.3272,0.2196,0.2308,52,0.48
GL,fastPeriod=20;slowPeriod=30,0.4191,0.1663,0.2000,65,0.57
GM,fastPeriod=5;slowPeriod=40,0.6354,0.3175,0.2500,44,1.40
GNRC,fastPeriod=10;slowPeriod=20,0.5696,0.4265,0.2206,68,1.50
GOOGL,fastPeriod=20;slowPeriod=50,0.5227,0.2451,0.2667,30,0.84
GOOG,fastPeriod=20;slowPeriod=30,0.3868,0.3626,0.2857,56,0.59
GPC,fastPeriod=20;slowPeriod=50,0.2065,0.2863,0.2000,35,0.27
GPN,fastPeriod=10;slowPeriod=50,0.1494,0.2707,0.2813,32,0.20
GRMN,fastPeriod=15;slowPeriod=30,0.5845,0.1805,0.2653,49,0.82
GS,fastPeriod=20;slowPeriod=40,0.6517,0.1895,0.2927,41,1.05
GWW,fastPeriod=5;slowPeriod=30,0.9528,0.1216,0.2794,68,1.83
HAL,fastPeriod=5;slowPeriod=20,0.4672,0.3662,0.1957,92,0.95
HAS,fastPeriod=15;slowPeriod=50,0.2001,0.3370,0.2759,29,0.27
HBAN,fastPeriod=20;slowPeriod=40,0.3578,0.2127,0.2353,34,0.56
HCA,fastPeriod=15;slowPeriod=20,0.8194,0.1963,0.3056,72,1.69
HD,fastPeriod=20;slowPeriod=30,0.5259,0.1880,0.2400,50,0.69
HES,fastPeriod=5;slowPeriod=20,0.5341,0.2543,0.2674,86,1.13
HIG,fastPeriod=15;slowPeriod=20,0.5965,0.2220,0.2621,103,1.06
HII,fastPeriod=15;slowPeriod=30,0.0187,0.3331,0.1591,44,0.05
HLT,fastPeriod=20;slowPeriod=40,0.4009,0.2999,0.2791,43,0.63
HOLX,fastPeriod=10;slowPeriod=20,0.0646,0.2890,0.2073,82,0.10
HON,fastPeriod=15;slowPeriod=30,0.1829,0.2405,0.1667,60,0.24
HPE,fastPeriod=5;slowPeriod=40,0.3843,0.2340,0.1607,56,0.62
HPQ,fastPeriod=20;slowPeriod=30,0.1674,0.3868,0.2623,61,0.22
HRL,fastPeriod=5;slowPeriod=30,-0.3995,0.3533,0.1000,70,-0.22
HSIC,fastPeriod=10;slowPeriod=20,0.2021,0.2926,0.2111,90,0.28
HST,fastPeriod=20;slowPeriod=40,0.0217,0.3363,0.2750,40,0.02
HSY,fastPeriod=15;slowPeriod=30,0.3208,0.2716,0.1765,51,0.37
HUBB,fastPeriod=10;slowPeriod=50,0.7831,0.2393,0.3333,24,1.36
HUM,fastPeriod=10;slowPeriod=20,-0.2356,0.3723,0.1923,78,-0.24
HWM,fastPeriod=20;slowPeriod=50,0.7430,0.2783,0.3704,27,1.65
IBM,fastPeriod=5;slowPeriod=20,0.5240,0.2109,0.2262,84,0.76
ICE,fastPeriod=10;slowPeriod=30,0.6154,0.1510,0.2264,53,0.72
IDXX,fastPeriod=5;slowPeriod=30,0.2152,0.3512,0.1364,66,0.30
IEX,fastPeriod=20;slowPeriod=40,0.2754,0.1610,0.3158,38,0.35
IFF,fastPeriod=15;slowPeriod=40,0.0835,0.3300,0.1905,42,0.13
INCY,fastPeriod=20;slowPeriod=30,0.1333,0.3500,0.2500,52,0.18
INTC,fastPeriod=5;slowPeriod=30,-0.4027,0.5087,0.1410,78,-0.51
INTU,fastPeriod=10;slowPeriod=20,0.1110,0.3845,0.2651,83,0.13
INVH,fastPeriod=15;slowPeriod=20,0.0860,0.3550,0.2316,95,0.14
IPG,fastPeriod=20;slowPeriod=50,0.5844,0.1849,0.2500,28,0.84
IP,fastPeriod=5;slowPeriod=40,0.2885,0.2612,0.1563,64,0.41
IQV,fastPeriod=10;slowPeriod=40,0.4102,0.2587,0.2778,36,0.62
IRM,fastPeriod=5;slowPeriod=20,0.7750,0.3239,0.2763,76,1.59
IR,fastPeriod=5;slowPeriod=20,0.3846,0.1969,0.1771,96,0.59
ISRG,fastPeriod=15;slowPeriod=20,0.7315,0.3467,0.2907,86,1.47
ITW,fastPeriod=15;slowPeriod=20,0.2821,0.1688,0.2062,97,0.35
IT,fastPeriod=5;slowPeriod=40,0.8028,0.2068,0.2115,52,1.48
IVZ,fastPeriod=15;slowPeriod=20,0.4925,0.4394,0.2600,100,1.00
JBHT,fastPeriod=15;slowPeriod=40,0.1949,0.2461,0.2778,36,0.26
JBL,fastPeriod=5;slowPeriod=20,0.4147,0.3832,0.2209,86,0.71
JCI,fastPeriod=15;slowPeriod=30,0.7271,0.1971,0.2889,45,1.22
JKHY,fastPeriod=5;slowPeriod=40,0.0197,0.2855,0.1692,65,0.08
JNJ,fastPeriod=10;slowPeriod=40,0.1123,0.1483,0.1778,45,0.17
JNPR,fastPeriod=20;slowPeriod=30,0.3936,0.2861,0.2545,55,0.57
JPM,fastPeriod=20;slowPeriod=50,0.4940,0.1743,0.2703,37,0.70
J,fastPeriod=20;slowPeriod=40,0.0272,0.2879,0.2250,40,0.05
KDP,fastPeriod=10;slowPeriod=20,0.1760,0.1888,0.1839,87,0.23
KEYS,fastPeriod=10;slowPeriod=20,0.2781,0.3415,0.1806,72,0.39
KEY,fastPeriod=5;slowPeriod=40,0.3583,0.2651,0.1731,52,0.61
KHC,fastPeriod=5;slowPeriod=30,0.2500,0.1834,0.1754,57,0.32
KIM,fastPeriod=10;slowPeriod=50,0.5291,0.2264,0.2333,30,0.84
KKR,fastPeriod=15;slowPeriod=50,0.9065,0.2698,0.3077,26,2.20
KLAC,fastPeriod=5;slowPeriod=20,0.3018,0.3423,0.1979,96,0.48
KMB,fastPeriod=15;slowPeriod=50,0.1584,0.1876,0.1290,31,0.21
KMI,fastPeriod=5;slowPeriod=30,0.4244,0.1798,0.2414,58,0.56
KMX,fastPeriod=10;slowPeriod=30,0.2009,0.2931,0.2500,52,0.27
KO,fastPeriod=20;slowPeriod=40,0.4261,0.1249,0.2558,43,0.45
KR,fastPeriod=5;slowPeriod=30,0.4024,0.1813,0.2424,66,0.61
KVUE,fastPeriod=5;slowPeriod=50,0.5064,0.1143,0.2105,19,0.30
K,fastPeriod=5;slowPeriod=50,0.1860,0.1859,0.1702,47,0.24
LDOS,fastPeriod=5;slowPeriod=50,0.3135,0.2819,0.2174,46,0.42
LEN,fastPeriod=20;slowPeriod=30,0.6897,0.2039,0.3333,48,1.40
LHX,fastPeriod=5;slowPeriod=20,0.0943,0.3125,0.1609,87,0.15
LH,fastPeriod=15;slowPeriod=20,0.4214,0.2106,0.3053,95,0.60
LII,fastPeriod=15;slowPeriod=30,0.6304,0.1863,0.2667,45,1.11
LIN,fastPeriod=10;slowPeriod=20,0.5274,0.1634,0.2048,83,0.66
LKQ,fastPeriod=20;slowPeriod=50,0.3056,0.4116,0.2162,37,0.42
LLY,fastPeriod=10;slowPeriod=20,0.9496,0.2561,0.1899,79,2.02
LMT,fastPeriod=5;slowPeriod=50,0.4606,0.1206,0.1739,46,0.51
LNT,fastPeriod=15;slowPeriod=20,0.1589,0.2226,0.2000,95,0.22
LOW,fastPeriod=15;slowPeriod=50,0.2805,0.1755,0.2500,32,0.35
LRCX,fastPeriod=20;slowPeriod=30,0.2199,0.4945,0.2000,55,0.30
LULU,fastPeriod=15;slowPeriod=20,0.3215,0.3115,0.1889,90,0.51
LUV,fastPeriod=15;slowPeriod=40,0.3338,0.3677,0.2000,30,0.51
LVS,fastPeriod=5;slowPeriod=30,0.0868,0.3938,0.1739,69,0.09
LW,fastPeriod=20;slowPeriod=40,0.3038,0.3163,0.2778,36,0.43
LYB,fastPeriod=20;slowPeriod=40,0.1929,0.3185,0.1842,38,0.26
LYV,fastPeriod=5;slowPeriod=20,0.3513,0.5233,0.2045,88,0.61
L,fastPeriod=20;slowPeriod=50,0.5694,0.1710,0.2813,32,0.75
MAA,fastPeriod=20;slowPeriod=30,0.4048,0.2783,0.2632,57,0.52
MAR,fastPeriod=20;slowPeriod=30,0.3015,0.4309,0.1897,58,0.45
MAS,fastPeriod=15;slowPeriod=20,0.2771,0.3198,0.2333,90,0.38
MA,fastPeriod=5;slowPeriod=30,-0.0222,0.4384,0.2143,70,0.02
MCD,fastPeriod=10;slowPeriod=40,0.5025,0.1350,0.2000,45,0.51
MCHP,fastPeriod=20;slowPeriod=30,-0.0205,0.4316,0.2105,57,-0.06
MCK,fastPeriod=15;slowPeriod=20,0.8889,0.1823,0.2135,89,1.64
MCO,fastPeriod=5;slowPeriod=30,0.5793,0.1989,0.2500,64,0.81
MDLZ,fastPeriod=5;slowPeriod=20,0.7596,0.1076,0.2078,77,0.82
MDT,fastPeriod=15;slowPeriod=40,0.3309,0.2094,0.1628,43,0.41
META,fastPeriod=10;slowPeriod=20,0.7136,0.2784,0.2439,82,1.78
MET,fastPeriod=20;slowPeriod=30,0.3704,0.1960,0.2400,50,0.52
MGM,fastPeriod=10;slowPeriod=20,0.0934,0.3911,0.2073,82,0.04
MHK,fastPeriod=15;slowPeriod=50,0.4445,0.4370,0.2083,24,0.81
MKC,fastPeriod=10;slowPeriod=20,0.4547,0.1619,0.2239,67,0.52
MKTX,fastPeriod=20;slowPeriod=30,-0.2230,0.4866,0.1739,46,-0.25
MLM,fastPeriod=20;slowPeriod=30,0.7103,0.1958,0.3214,56,1.19
MMC,fastPeriod=15;slowPeriod=30,0.7358,0.1485,0.2791,43,0.85
MMM,fastPeriod=15;slowPeriod=30,0.2674,0.2715,0.2200,50,0.37
MNST,fastPeriod=15;slowPeriod=20,-0.1782,0.6050,0.2366,93,-0.35
MOH,fastPeriod=5;slowPeriod=30,-0.0733,0.3822,0.1972,71,-0.08
MOS,fastPeriod=10;slowPeriod=40,0.6869,0.4308,0.1905,42,1.91
MO,fastPeriod=5;slowPeriod=20,0.4443,0.1970,0.2258,93,0.58
MPC,fastPeriod=10;slowPeriod=20,0.8475,0.2373,0.2564,78,2.27
MPWR,fastPeriod=10;slowPeriod=20,0.4980,0.5103,0.2051,78,1.22
MRK,fastPeriod=5;slowPeriod=20,0.1508,0.2150,0.1647,85,0.21
